,x0,y0,size : 0,x1,y1,size : 1,x2,y2,size : 2,x3,y3,size : 3,x4,y4,size : 4,x5,y5,size : 5
537,1572.0,374.0,,1629.0,544.0,,1144.5,227.5,,1082.5,95.5,,615.0,217.5,,1260.0,656.0,
538,1572.0,373.5,,1628.5,544.5,,1144.5,227.0,,1081.5,95.5,,615.0,218.5,,1261.0,656.0,
539,1572.0,373.5,,1627.5,544.5,,1145.5,227.5,,1081.5,94.5,,614.5,218.0,,1263.0,655.5,
540,1572.0,374.0,,1627.5,543.5,,1145.5,227.5,,1082.5,94.5,,615.0,218.0,,1261.0,655.0,
541,1572.0,374.0,,1626.5,544.5,,1145.5,227.5,,1082.5,94.5,,616.0,219.0,,1262.5,655.5,
542,1572.0,373.0,,1626.5,543.5,,1144.5,226.5,,1081.5,93.5,,615.0,219.0,,1262.0,655.0,
543,1572.0,373.5,,1626.5,543.5,,1144.5,226.5,,1080.5,93.5,,614.0,219.0,,1262.0,655.0,
544,1572.0,373.0,,1626.5,543.5,,1144.5,226.0,,1081.5,92.5,,615.0,219.0,,1264.0,655.0,
545,1572.5,374.0,,1626.5,543.5,,1145.5,225.5,,1082.5,93.5,,615.0,219.0,,1263.0,654.5,
546,1573.0,375.0,,1627.5,544.5,,1145.5,226.0,,1082.5,93.5,,615.0,220.0,,1264.5,655.0,
547,1572.0,375.0,,1627.5,545.5,,1145.5,226.5,,1081.5,93.5,,615.0,219.5,,1263.5,654.5,
548,1572.0,374.5,,1627.5,545.5,,1145.5,226.5,,1082.5,94.5,,615.5,220.5,,1263.0,655.0,
549,1572.5,375.0,,1627.5,545.5,,1145.5,227.5,,1082.5,94.5,,616.0,221.0,,1262.5,655.0,
550,1570.0,374.0,,1627.0,546.0,,1145.5,228.0,,1083.5,94.5,,615.5,220.5,,1261.5,655.5,
551,1572.0,374.0,,1626.0,546.0,,1144.5,226.0,,1083.5,95.5,,615.5,219.5,,1259.0,657.0,
552,1572.0,373.0,,1626.5,545.5,,1145.5,226.0,,1083.5,95.5,,615.5,219.5,,1260.5,657.0,
553,1573.0,373.0,,1625.5,545.5,,1145.5,225.5,,1083.5,95.5,,617.0,219.0,,1260.0,656.0,
554,1571.0,373.0,,1625.5,546.5,,1144.5,225.5,,1083.5,95.5,,617.0,220.0,,1260.0,657.0,
555,1572.0,373.0,,1626.5,547.5,,1144.5,225.5,,1082.5,96.5,,617.0,220.0,,1259.5,657.0,
556,1572.0,373.0,,1627.5,547.5,,1144.5,226.0,,1083.5,96.5,,617.5,218.5,,1258.5,656.5,
557,1572.0,373.0,,1628.0,547.0,,1144.5,226.5,,1082.5,96.5,,617.0,219.0,,1259.5,655.5,
558,1572.0,373.0,,1626.5,546.5,,1144.5,226.5,,1082.5,97.5,,617.0,219.0,,1260.5,654.5,
559,1572.0,374.0,,1626.5,546.5,,1143.5,227.5,,1082.5,97.5,,618.5,220.5,,1260.5,654.5,
560,1572.0,374.0,,1626.5,546.5,,1143.5,228.5,,1082.5,96.5,,618.0,220.0,,1261.0,653.5,
561,1571.5,374.0,,1626.0,546.0,,1142.5,228.0,,1081.5,96.5,,617.0,220.0,,1261.0,654.0,
562,1571.0,374.0,,1626.5,546.5,,1142.5,227.5,,1081.5,96.5,,618.0,219.5,,1262.0,654.5,
563,1571.5,374.0,,1626.5,546.5,,1142.5,227.5,,1081.5,97.5,,617.0,217.5,,1263.0,654.5,
564,1572.0,374.0,,1626.5,545.5,,1142.5,226.5,,1082.5,96.5,,618.5,218.0,,1263.0,655.0,
565,1572.0,374.0,,1625.5,545.5,,1142.5,228.0,,1082.5,96.5,,619.0,219.0,,1264.5,655.0,
566,1572.0,374.0,,1624.5,544.5,,1142.5,227.5,,1083.5,96.5,,618.0,219.0,,1265.0,654.5,
567,1572.0,373.5,,1624.5,545.5,,1142.5,227.5,,1082.5,96.5,,619.0,220.0,,1265.0,655.0,
568,1572.0,374.0,,1624.5,545.5,,1142.5,227.5,,1081.5,95.5,,619.0,219.0,,1264.5,655.5,
569,1572.0,375.0,,1624.5,545.5,,1141.5,228.0,,1081.5,94.5,,620.5,219.5,,1264.0,655.5,
570,1572.5,374.0,,1625.5,544.5,,1141.5,228.5,,1081.5,94.5,,619.5,219.5,,1261.0,655.0,
571,1571.0,374.5,,1625.0,544.0,,1142.5,230.0,,1082.5,93.5,,619.0,219.5,,1261.5,655.0,
572,1572.0,375.0,,1626.0,545.0,,1142.5,228.5,,1082.5,94.5,,619.0,220.0,,1262.0,654.5,
573,1571.5,374.5,,1625.5,544.5,,1143.5,229.0,,1082.5,95.5,,619.0,220.0,,1260.0,653.0,
574,1572.0,375.0,,1626.5,544.5,,1142.5,228.5,,1083.5,96.5,,619.5,220.5,,1259.0,654.0,
575,1572.0,374.5,,1626.5,544.5,,1143.5,228.5,,1082.5,95.5,,619.5,220.5,,1258.5,653.5,
576,1572.0,374.0,,1626.5,544.5,,1143.5,228.5,,1082.5,95.5,,619.5,220.5,,1259.5,653.5,
577,1572.0,374.0,,1628.0,544.0,,1144.5,229.0,,1081.5,96.5,,619.0,220.5,,1261.5,655.0,
578,1571.5,374.0,,1627.5,544.5,,1144.5,230.5,,1081.5,96.5,,618.5,220.5,,1261.5,654.5,
579,1571.0,374.0,,1627.5,543.5,,1144.5,231.5,,1082.5,97.5,,618.0,221.5,,1261.0,657.0,
580,1571.5,373.5,,1628.5,543.5,,1144.5,231.5,,1082.5,97.5,,618.0,221.5,,1260.0,656.5,
581,1571.5,373.0,,1629.0,544.0,,1145.5,232.0,,1081.5,97.5,,617.5,222.5,,1261.5,657.0,
582,1573.0,373.0,,1627.5,544.5,,1145.5,232.5,,1082.5,98.5,,616.5,222.0,,1261.0,656.5,
583,1571.0,374.0,,1626.5,544.5,,1145.5,232.5,,1081.5,98.5,,617.0,223.0,,1261.0,656.5,
584,1571.5,373.5,,1626.0,544.0,,1145.5,233.5,,1081.5,97.5,,616.0,223.0,,1260.0,656.5,
585,1572.0,374.0,,1626.0,546.0,,1145.0,235.0,,1082.5,97.5,,616.0,222.0,,1259.0,657.0,
586,1571.0,374.0,,1626.0,544.0,,1144.5,235.5,,1082.5,98.5,,616.0,223.0,,1259.0,656.0,
587,1571.5,374.0,,1625.5,545.5,,1145.5,235.5,,1082.5,97.5,,615.0,223.0,,1258.5,656.0,
588,1572.5,374.5,,1625.5,545.5,,1144.5,235.5,,1082.5,97.5,,614.5,222.5,,1260.0,656.0,
589,1572.5,374.5,,1625.5,546.5,,1144.5,236.0,,1082.5,97.5,,613.0,223.0,,1260.0,658.5,
590,1570.5,374.0,,1625.5,546.5,,1145.5,236.5,,1082.5,97.5,,612.5,222.5,,1260.0,661.0,
591,1571.0,374.0,,1624.5,546.5,,1145.5,236.5,,1081.5,97.5,,612.5,222.5,,1259.0,661.0,
592,1571.0,374.0,,1625.5,546.5,,1146.5,236.5,,1081.5,98.5,,612.5,222.5,,1258.5,661.0,
593,1571.0,374.5,,1624.5,546.5,,1146.5,236.5,,1081.5,97.5,,612.5,221.5,,1258.5,662.0,
594,1572.0,374.0,,1625.5,546.5,,1147.5,237.0,,1081.5,97.5,,611.5,222.0,,1257.0,663.0,
595,1572.0,373.5,,1625.5,547.5,,1147.5,237.5,,1081.5,97.5,,611.0,223.0,,1257.0,662.5,
596,1572.0,373.0,,1626.0,548.0,,1147.5,238.5,,1081.5,97.5,,611.0,224.0,,1256.0,662.0,
597,1572.0,373.5,,1625.5,546.5,,1147.5,239.0,,1081.5,96.5,,610.5,222.5,,1256.0,662.5,
598,1571.0,373.0,,1626.0,547.0,,1148.5,239.5,,1082.5,96.5,,610.0,222.0,,1256.5,661.5,
599,1571.0,373.5,,1626.0,548.0,,1149.5,239.5,,1083.5,96.5,,610.0,222.0,,1257.0,661.5,
600,1572.0,373.0,,1626.0,548.0,,1148.5,241.0,,1083.5,96.5,,609.5,222.5,,1256.0,661.5,
601,1571.5,373.0,,1627.0,548.0,,1149.5,241.0,,1083.5,97.5,,610.5,222.5,,1256.5,661.5,
602,1572.5,373.0,,1626.5,549.5,,1148.5,241.5,,1083.5,97.5,,611.5,222.5,,1256.0,661.0,
603,1572.0,373.0,,1626.5,549.5,,1148.5,242.5,,1083.5,97.5,,612.0,224.5,,1256.0,662.5,
604,1572.0,373.5,,1626.5,549.5,,1148.5,242.0,,1083.5,98.5,,613.0,225.5,,1255.0,662.5,
605,1571.5,374.0,,1627.0,550.0,,1149.5,242.5,,1083.5,98.5,,613.0,226.0,,1253.5,660.0,
606,1571.5,373.5,,1626.5,549.5,,1150.0,242.0,,1084.5,97.5,,612.5,224.5,,1253.0,661.0,
607,1572.0,373.0,,1626.5,550.5,,1151.5,242.0,,1085.5,98.5,,613.5,224.5,,1253.0,661.0,
608,1572.0,374.0,,1626.5,550.5,,1151.5,242.5,,1085.5,99.5,,613.5,224.5,,1256.0,661.0,
609,1572.0,373.0,,1627.0,549.0,,1151.5,242.0,,1084.5,99.5,,612.0,225.0,,1254.0,661.5,
610,1572.0,373.5,,1627.5,549.5,,1151.5,240.5,,1084.5,99.5,,612.0,225.0,,1254.0,662.0,
611,1572.5,374.0,,1627.5,549.5,,1152.5,240.5,,1084.5,100.5,,612.0,225.0,,1255.0,661.5,
612,1571.0,374.0,,1628.5,550.5,,1152.5,240.0,,1084.5,100.5,,612.0,225.0,,1253.5,662.0,
613,1571.5,374.5,,1628.5,550.5,,1152.5,239.5,,1084.5,100.5,,612.0,225.0,,1254.5,662.5,
614,1572.0,374.0,,1628.5,551.0,,1152.5,239.0,,1084.5,99.5,,611.5,225.5,,1255.0,663.5,
615,1571.0,374.0,,1628.5,550.5,,1152.5,239.0,,1085.0,99.5,,611.5,224.5,,1254.0,664.0,
616,1572.0,374.0,,1628.5,550.5,,1150.5,238.5,,1085.0,98.0,,613.0,224.0,,1253.0,663.5,
617,1572.5,374.0,,1628.5,550.5,,1150.5,238.5,,1085.0,98.5,,613.0,223.0,,1252.0,661.5,
618,1570.5,374.0,,1628.5,551.5,,1150.5,237.5,,1085.0,98.0,,613.0,223.0,,1251.5,662.5,
619,1572.0,374.5,,1628.5,551.5,,1150.5,237.5,,1085.0,99.0,,612.0,224.0,,1251.0,664.5,
620,1572.0,375.0,,1628.5,551.5,,1151.5,237.0,,1084.5,98.5,,614.0,224.0,,1252.0,662.5,
621,1572.0,374.0,,1629.5,551.5,,1151.5,236.5,,1085.5,98.5,,614.0,225.0,,1252.0,661.5,
622,1572.0,374.0,,1628.5,550.5,,1150.5,237.5,,1085.5,99.5,,614.0,227.0,,1251.0,661.0,
623,1572.0,373.5,,1627.0,551.0,,1150.5,236.5,,1085.5,99.5,,615.0,226.0,,1251.0,662.0,
624,1571.0,374.0,,1627.5,551.5,,1150.5,235.5,,1086.5,99.5,,617.0,226.0,,1251.0,664.0,
625,1571.0,373.5,,1628.5,551.5,,1149.5,234.5,,1086.5,99.5,,615.5,226.5,,1251.0,663.5,
626,1570.0,373.5,,1628.5,551.5,,1149.5,235.0,,1086.5,99.5,,616.0,226.0,,1250.0,664.0,
627,1572.0,374.0,,1628.5,552.5,,1150.5,236.5,,1086.5,99.5,,615.0,226.0,,1251.0,664.5,
628,1571.0,374.0,,1628.5,551.5,,1150.5,237.5,,1085.5,100.5,,615.5,225.5,,1251.0,663.5,
629,1572.0,375.0,,1629.5,552.5,,1150.5,236.0,,1084.5,100.5,,615.5,225.0,,1251.0,664.5,
630,1572.0,374.5,,1629.5,552.5,,1151.5,236.0,,1084.5,99.5,,616.5,226.0,,1250.5,664.5,
631,1571.5,375.0,,1629.5,553.5,,1152.5,236.5,,1084.5,100.5,,615.5,226.5,,1251.0,666.5,
632,1572.0,375.0,,1628.5,553.5,,1152.5,236.0,,1084.5,99.5,,615.0,227.0,,1251.0,667.5,
633,1571.0,374.5,,1628.5,553.5,,1152.5,235.5,,1085.5,99.5,,615.0,227.0,,1251.0,668.5,
634,1571.5,374.5,,1629.5,553.5,,1152.5,235.5,,1085.5,99.5,,615.0,226.0,,1252.0,669.0,
635,1572.0,374.0,,1629.5,553.5,,1152.5,236.5,,1085.5,99.5,,615.0,226.0,,1252.0,668.5,
636,1572.0,375.0,,1628.5,553.5,,1151.5,238.0,,1084.5,99.5,,615.5,227.5,,1251.0,668.0,
637,1572.0,375.0,,1627.5,553.5,,1151.5,237.5,,1083.5,100.5,,614.5,226.5,,1251.5,669.0,
638,1573.0,374.0,,1627.5,552.5,,1151.0,238.5,,1084.0,100.5,,614.5,226.5,,1253.0,668.0,
639,1572.0,374.0,,1628.5,552.5,,1153.5,237.5,,1084.5,99.5,,613.5,226.5,,1253.0,667.0,
640,1572.0,374.0,,1628.5,551.5,,1153.5,237.5,,1083.5,100.5,,613.0,226.5,,1253.0,666.5,
641,1572.5,374.0,,1628.0,551.0,,1152.5,237.5,,1084.5,100.5,,613.0,226.5,,1254.0,666.5,
642,1571.0,374.0,,1627.5,551.5,,1153.5,236.0,,1084.5,100.5,,613.5,228.0,,1253.0,665.0,
643,1572.0,373.5,,1627.5,551.5,,1155.0,235.0,,1084.5,101.5,,612.5,227.5,,1253.5,664.0,
644,1572.0,373.0,,1627.5,551.5,,1155.5,233.5,,1085.5,102.5,,612.5,226.5,,1253.0,662.0,
645,1571.5,373.0,,1627.5,551.5,,1155.5,233.0,,1084.5,102.5,,612.5,225.5,,1253.0,662.5,
646,1572.0,373.0,,1627.5,551.5,,1157.5,232.5,,1084.5,102.5,,611.5,225.5,,1253.0,662.0,
647,1572.0,373.0,,1628.0,551.5,,1158.5,232.5,,1084.5,102.5,,610.5,226.5,,1253.0,662.0,
648,1572.0,373.5,,1627.5,550.5,,1157.5,232.0,,1084.5,102.5,,609.5,226.5,,1254.0,661.5,
649,1572.0,374.0,,1627.5,550.5,,1158.5,232.0,,1084.5,103.5,,609.5,226.5,,1253.5,663.5,
650,1571.0,373.0,,1627.5,550.5,,1158.5,233.5,,1085.5,103.5,,609.5,226.5,,1254.0,662.0,
651,1571.0,374.0,,1627.0,550.0,,1158.5,233.0,,1085.5,103.5,,610.0,226.5,,1254.0,661.0,
652,1572.0,374.0,,1628.0,549.0,,1157.5,232.5,,1085.5,103.5,,609.5,226.5,,1253.0,661.0,
653,1571.0,374.0,,1627.0,549.0,,1157.5,232.5,,1084.5,103.5,,609.0,227.5,,1253.0,661.5,
654,1572.0,373.0,,1626.5,548.5,,1157.5,234.5,,1084.5,103.5,,609.0,227.0,,1252.5,661.0,
655,1572.0,374.0,,1626.5,549.5,,1156.5,233.5,,1084.5,103.5,,608.5,227.5,,1251.5,661.5,
656,1573.0,373.0,,1626.0,548.5,,1156.5,233.5,,1083.5,103.5,,608.0,227.5,,1251.0,661.5,
657,1571.0,373.5,,1625.5,548.5,,1157.5,233.5,,1083.5,102.5,,607.5,227.5,,1250.5,661.0,
658,1572.0,373.5,,1626.0,548.0,,1156.5,233.5,,1083.5,101.5,,607.5,228.5,,1250.0,659.0,
659,1572.0,373.0,,1625.5,548.5,,1157.5,233.5,,1082.5,101.5,,607.5,228.5,,1250.0,658.5,
660,1572.0,373.5,,1626.0,549.0,,1157.5,233.5,,1083.5,101.5,,608.0,230.0,,1249.0,658.0,
661,1571.0,373.0,,1625.0,548.0,,1157.5,234.5,,1083.5,101.5,,607.0,230.0,,1248.0,657.5,
662,1571.0,374.0,,1625.0,549.0,,1157.5,234.0,,1083.5,101.5,,607.0,230.0,,1246.5,659.0,
663,1571.0,374.0,,1624.5,548.5,,1157.5,233.5,,1082.5,101.5,,608.0,231.0,,1249.0,659.0,
664,1571.0,374.0,,1623.0,549.0,,1157.5,233.5,,1082.5,101.5,,608.0,230.0,,1248.0,659.5,
665,1571.0,373.5,,1623.5,548.5,,1157.5,234.0,,1082.5,101.5,,609.0,229.0,,1249.0,658.5,
666,1571.5,373.0,,1623.0,548.5,,1156.5,234.0,,1082.5,101.5,,608.5,229.5,,1250.0,658.0,
667,1572.0,374.0,,1622.5,548.0,,1156.5,234.5,,1082.5,101.5,,608.0,229.5,,1251.0,659.5,
668,1570.5,374.0,,1623.5,548.5,,1156.5,234.5,,1082.5,101.5,,607.5,229.5,,1250.0,658.5,
669,1571.0,374.0,,1624.0,548.0,,1156.5,235.5,,1082.5,101.5,,606.5,229.5,,1250.0,658.5,
670,1571.0,374.5,,1623.0,547.5,,1156.5,234.5,,1082.5,101.5,,606.5,228.0,,1251.0,658.0,
671,1571.0,374.0,,1623.5,549.5,,1156.5,235.0,,1082.5,101.5,,608.0,227.0,,1253.0,658.5,
672,1571.0,374.0,,1623.5,548.5,,1157.5,234.5,,1082.5,101.5,,607.5,227.5,,1253.0,659.0,
673,1571.0,374.0,,1623.5,548.5,,1158.5,233.5,,1082.5,101.5,,607.5,225.5,,1254.0,658.0,
674,1570.5,374.0,,1623.5,548.5,,1158.5,232.0,,1081.5,102.5,,607.5,226.0,,1254.0,657.0,
675,1570.0,373.5,,1623.5,547.5,,1159.5,232.5,,1081.5,102.5,,607.5,227.5,,1255.0,656.0,
676,1571.0,373.0,,1623.0,547.0,,1158.5,233.5,,1081.5,102.5,,607.5,227.5,,1255.0,654.5,
677,1570.5,374.0,,1624.0,547.0,,1158.5,233.5,,1081.5,102.5,,607.5,227.5,,1256.0,655.0,
678,1570.0,373.0,,1623.5,547.0,,1158.5,233.5,,1081.5,102.5,,607.5,227.5,,1257.0,654.0,
679,1571.0,373.5,,1625.0,547.0,,1157.5,233.0,,1081.5,101.5,,607.0,228.5,,1259.0,656.0,
680,1570.0,373.5,,1623.5,546.5,,1157.5,232.5,,1081.5,100.5,,607.5,230.5,,1259.0,657.5,
681,1571.0,373.0,,1624.5,546.5,,1158.5,231.5,,1082.5,101.5,,607.5,229.5,,1259.0,657.5,
682,1571.0,374.0,,1624.5,546.5,,1158.5,231.5,,1081.5,101.5,,607.5,228.5,,1259.0,659.5,
683,1570.0,373.0,,1624.5,546.5,,1158.5,233.0,,1081.5,101.5,,607.5,229.5,,1259.5,659.5,
684,1570.0,373.0,,1624.5,546.5,,1158.5,232.5,,1081.5,100.5,,608.5,229.5,,1259.0,657.0,
685,1570.5,374.0,,1625.0,547.0,,1159.5,232.0,,1081.5,100.5,,608.5,229.5,,1259.0,658.0,
686,1570.0,374.0,,1623.5,548.5,,1160.5,231.5,,1081.5,100.5,,607.5,229.5,,1259.5,656.5,
687,1571.0,375.0,,1623.5,549.5,,1160.5,230.0,,1081.5,99.5,,606.5,229.0,,1259.0,657.0,
688,1570.0,374.0,,1623.5,549.5,,1161.5,229.5,,1080.5,99.5,,607.0,229.0,,1258.5,656.5,
689,1570.0,374.0,,1623.5,549.5,,1160.5,228.5,,1080.5,99.5,,607.5,229.5,,1260.0,656.0,
690,1571.0,373.5,,1623.5,549.5,,1159.5,227.5,,1079.5,100.5,,608.0,229.0,,1260.0,656.5,
691,1570.0,375.0,,1624.0,549.5,,1160.5,228.5,,1079.5,100.5,,607.0,229.0,,1261.0,655.5,
692,1571.0,374.0,,1624.5,548.5,,1159.5,230.0,,1079.5,100.5,,608.0,228.0,,1261.5,655.0,
693,1570.0,374.5,,1624.0,550.0,,1160.5,231.0,,1079.5,100.5,,607.0,228.0,,1262.0,657.0,
694,1569.5,374.0,,1625.0,550.0,,1160.5,231.5,,1079.5,100.5,,606.5,229.5,,1262.0,655.5,
695,1570.0,374.0,,1625.0,551.0,,1159.5,231.5,,1079.5,99.5,,607.0,229.5,,1262.5,656.5,
696,1570.0,375.5,,1624.0,550.0,,1159.5,230.5,,1078.5,100.5,,607.5,229.5,,1262.0,656.5,
697,1570.5,375.5,,1622.5,549.5,,1160.5,231.5,,1077.5,100.5,,608.0,230.0,,1262.0,656.5,
698,1571.0,374.5,,1623.5,550.5,,1160.5,231.5,,1077.5,99.5,,607.0,231.0,,1263.0,654.0,
699,1571.0,374.5,,1624.0,552.0,,1159.5,231.5,,1077.5,100.5,,607.0,231.0,,1262.0,654.0,
700,1570.0,375.0,,1623.0,552.0,,1158.5,231.5,,1077.5,100.5,,607.5,230.5,,1263.0,654.5,
701,1570.0,375.0,,1623.0,554.0,,1159.5,232.5,,1077.5,101.5,,606.5,230.5,,1264.0,655.5,
702,1570.5,375.0,,1623.0,555.0,,1161.5,230.5,,1077.5,101.5,,607.5,230.5,,1264.0,655.5,
703,1568.5,375.0,,1623.0,554.0,,1161.5,232.5,,1077.5,101.5,,607.5,230.5,,1264.0,654.5,
704,1569.5,375.0,,1623.0,555.0,,1162.5,232.5,,1077.5,101.5,,607.0,230.0,,1264.0,654.0,
705,1570.0,375.0,,1623.0,555.0,,1161.5,234.0,,1077.5,101.5,,606.5,230.5,,1264.0,654.5,
706,1569.0,374.0,,1623.5,555.5,,1159.5,233.5,,1076.5,102.5,,606.5,230.5,,1264.0,655.5,
707,1569.0,373.0,,1624.5,554.5,,1159.5,233.0,,1076.5,102.5,,606.5,230.5,,1263.0,655.5,
708,1569.0,374.5,,1624.5,554.5,,1158.5,232.5,,1076.5,102.5,,606.0,230.5,,1262.0,655.5,
709,1570.0,374.0,,1624.0,555.0,,1159.5,234.5,,1076.5,102.5,,605.5,229.5,,1262.5,655.5,
710,1569.5,375.0,,1624.0,556.0,,1159.5,233.5,,1075.5,102.5,,605.5,228.5,,1263.0,655.0,
711,1570.0,374.5,,1623.5,555.5,,1159.5,232.5,,1075.5,101.5,,605.5,228.0,,1263.0,656.0,
712,1570.0,375.0,,1624.5,556.5,,1159.5,233.0,,1075.5,101.5,,606.0,229.0,,1262.5,656.0,
713,1571.0,375.0,,1625.0,556.0,,1159.5,233.5,,1075.5,102.5,,605.5,229.0,,1262.0,656.0,
714,1570.0,374.0,,1625.0,556.0,,1158.5,233.5,,1074.5,102.5,,606.0,230.0,,1262.0,656.5,
715,1571.0,375.0,,1624.0,555.5,,1158.5,233.0,,1073.5,102.5,,607.0,229.0,,1262.0,657.5,
716,1571.0,375.0,,1624.5,555.5,,1158.5,232.5,,1073.5,102.5,,606.5,229.5,,1263.0,657.0,
717,1570.0,375.5,,1625.0,556.0,,1159.5,230.5,,1073.5,102.5,,606.5,229.5,,1262.0,655.5,
718,1571.0,375.0,,1625.5,555.5,,1159.5,230.5,,1072.5,102.5,,606.5,229.5,,1261.5,655.5,
719,1571.0,374.0,,1626.0,556.0,,1160.5,230.5,,1073.5,102.5,,607.5,230.5,,1262.0,655.5,
720,1570.0,375.0,,1626.0,556.0,,1159.5,230.0,,1073.5,103.5,,608.5,231.5,,1262.0,657.0,
721,1571.0,375.0,,1625.5,555.5,,1159.5,231.5,,1072.5,103.5,,609.0,232.0,,1264.0,657.5,
722,1570.0,375.5,,1625.5,555.5,,1159.5,232.5,,1072.5,103.5,,608.0,232.0,,1264.0,658.5,
723,1571.0,375.5,,1625.0,555.0,,1159.5,232.5,,1071.5,103.5,,607.5,232.5,,1263.0,658.0,
724,1570.0,376.0,,1625.5,554.5,,1159.5,233.0,,1072.5,103.5,,607.5,232.5,,1261.0,657.5,
725,1571.0,376.0,,1625.5,554.5,,1158.5,234.5,,1072.5,104.5,,607.0,233.5,,1261.0,658.0,
726,1570.0,375.0,,1625.5,554.5,,1159.5,235.5,,1072.5,104.5,,607.5,234.5,,1261.5,658.0,
727,1571.0,375.0,,1624.5,554.5,,1159.5,235.5,,1073.5,103.5,,607.5,233.5,,1262.0,656.0,
728,1571.5,375.0,,1624.5,553.5,,1159.5,234.5,,1073.5,103.5,,607.0,233.5,,1261.0,656.0,
729,1571.0,375.0,,1625.0,554.0,,1157.0,236.5,,1073.5,102.5,,606.5,233.5,,1260.5,656.0,
730,1572.0,376.0,,1624.5,554.5,,1157.5,235.5,,1073.5,103.5,,606.5,232.5,,1260.0,656.5,
731,1572.0,376.0,,1624.5,555.5,,1158.5,236.0,,1074.5,104.5,,607.5,232.5,,1259.0,656.0,
732,1571.0,375.5,,1624.5,555.5,,1158.5,237.0,,1074.5,103.5,,608.5,232.5,,1259.0,657.5,
733,1571.0,374.5,,1624.0,556.0,,1157.5,239.5,,1075.5,103.5,,607.5,232.5,,1259.5,657.0,
734,1572.0,376.0,,1622.5,555.5,,1158.5,240.5,,1075.5,103.5,,607.0,232.5,,1258.0,658.0,
735,1571.0,375.5,,1623.5,555.5,,1158.5,241.0,,1074.5,104.5,,607.5,232.5,,1258.0,658.0,
736,1571.5,376.0,,1622.5,554.5,,1158.5,242.5,,1074.5,104.5,,607.5,231.5,,1258.0,659.0,
737,1572.0,375.5,,1622.5,554.5,,1159.5,241.5,,1075.5,104.5,,606.5,231.5,,1259.0,658.5,
738,1571.5,375.0,,1621.5,554.5,,1158.5,243.0,,1075.5,104.5,,606.5,231.5,,1260.0,658.5,
739,1571.0,375.0,,1621.5,554.5,,1158.5,243.0,,1075.5,104.5,,607.0,231.5,,1260.0,658.5,
740,1571.0,375.0,,1621.5,554.5,,1158.5,241.5,,1075.5,103.5,,607.0,233.0,,1259.0,658.5,
741,1571.0,375.5,,1621.0,555.0,,1156.5,241.5,,1076.5,103.5,,607.0,231.5,,1259.0,660.5,
742,1571.0,375.5,,1619.5,554.5,,1157.5,239.5,,1077.5,103.5,,606.5,232.5,,1259.0,660.0,
743,1570.0,375.0,,1620.0,554.0,,1157.5,239.5,,1077.5,103.5,,607.5,232.5,,1257.5,661.0,
744,1570.0,375.0,,1621.0,556.0,,1156.5,239.0,,1076.5,104.5,,607.5,233.5,,1258.0,661.5,
745,1570.5,375.0,,1620.5,555.5,,1155.5,239.0,,1076.5,104.5,,607.5,233.5,,1258.0,662.5,
746,1570.0,374.0,,1620.0,555.0,,1155.5,238.5,,1076.5,104.5,,607.5,233.5,,1256.0,663.0,
747,1570.0,375.0,,1620.0,555.0,,1156.5,237.5,,1076.5,103.5,,606.5,232.5,,1257.0,663.0,
748,1570.0,375.0,,1620.5,555.5,,1157.5,238.5,,1075.5,104.5,,606.5,232.5,,1256.0,662.5,
749,1570.0,374.5,,1621.5,555.5,,1156.5,237.5,,1074.5,104.5,,607.0,233.0,,1256.0,664.5,
750,1570.0,374.0,,1622.0,556.0,,1156.5,236.5,,1074.5,104.5,,607.5,231.5,,1257.0,665.0,
751,1570.0,374.0,,1622.0,555.0,,1155.5,237.5,,1074.5,104.5,,607.5,231.5,,1256.0,665.5,
752,1570.0,375.0,,1622.5,555.5,,1156.5,237.5,,1074.5,103.5,,608.5,231.5,,1255.0,665.5,
753,1571.0,375.0,,1622.5,555.5,,1156.5,239.5,,1074.5,104.5,,609.0,232.5,,1255.0,665.5,
754,1571.0,374.0,,1622.5,555.5,,1157.5,239.0,,1074.5,104.5,,608.5,233.5,,1255.0,664.5,
755,1570.0,374.5,,1623.0,556.0,,1157.5,240.0,,1074.5,103.5,,609.0,234.0,,1254.0,665.5,
756,1571.0,374.0,,1622.5,556.5,,1158.5,241.5,,1075.5,103.5,,608.0,233.0,,1254.0,666.5,
757,1569.5,374.5,,1623.5,556.5,,1157.5,242.0,,1076.5,103.5,,607.0,234.0,,1252.0,666.0,
758,1570.0,375.0,,1622.5,555.5,,1157.5,241.0,,1076.5,102.5,,607.0,235.0,,1253.0,665.0,
759,1570.0,374.5,,1622.5,555.5,,1157.5,241.5,,1076.5,102.5,,606.0,235.0,,1254.0,665.0,
760,1570.0,374.5,,1622.5,555.5,,1157.5,240.5,,1076.5,102.5,,607.0,235.0,,1252.0,665.0,
761,1571.0,375.0,,1621.5,555.5,,1157.5,239.5,,1075.5,102.5,,606.0,236.0,,1251.0,664.5,
762,1570.0,374.5,,1621.5,555.5,,1158.5,240.0,,1075.5,101.5,,606.5,235.5,,1253.0,664.0,
763,1570.0,374.5,,1621.5,555.5,,1159.5,240.5,,1075.5,100.5,,606.0,235.5,,1252.0,664.0,
764,1571.0,374.0,,1621.5,556.5,,1159.5,242.5,,1075.5,100.5,,605.5,235.5,,1252.0,664.5,
