Frame,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7
386,630,373,936,645,1342,709,1218,389,1819,1041,1161,772,991,831
387,630,373,935,645,1342,708,1218,389,1819,1041,1161,773,991,830
388,631,373,934,645,1343,709,1220,389,1819,1041,1163,773,990,830
389,630,373,936,647,1343,709,1220,389,1819,1041,1163,773,990,832
390,630,373,935,647,1342,708,1220,389,1819,1041,1163,774,988,832
391,631,372,936,648,1344,708,1220,389,1820,1042,1164,775,989,831
392,630,372,935,647,1343,708,1220,388,1820,1041,1164,774,989,831
393,632,372,938,648,1342,709,1220,389,1821,1041,1164,773,990,829
394,631,371,938,648,1343,708,1220,388,1821,1042,1164,774,988,828
395,630,371,938,648,1344,709,1221,390,1820,1041,1164,773,990,830
396,629,371,937,649,1342,708,1220,391,1819,1042,1165,773,988,829
397,629,371,938,649,1342,709,1221,391,1819,1041,1165,771,988,830
398,629,372,937,649,1341,710,1221,391,1819,1042,1164,771,987,831
399,630,372,937,649,1341,709,1221,391,1819,1042,1164,771,988,831
400,630,371,937,649,1341,709,1221,390,1819,1042,1164,770,988,831
401,630,372,938,648,1341,708,1222,390,1819,1042,1166,770,987,832
402,630,372,937,649,1340,708,1222,390,1818,1043,1166,770,987,832
403,631,372,938,650,1341,707,1222,390,1818,1043,1166,771,987,832
404,630,372,937,648,1340,706,1222,391,1818,1042,1166,771,986,831
405,630,374,939,650,1340,705,1222,389,1817,1043,1166,771,985,832
406,630,374,939,650,1339,705,1222,389,1817,1043,1166,770,986,831
407,631,374,939,651,1338,704,1221,390,1818,1043,1166,772,986,832
408,631,374,939,651,1340,705,1223,390,1818,1043,1166,771,986,831
409,630,375,939,651,1340,705,1222,389,1818,1042,1166,773,986,832
410,631,374,939,651,1339,705,1222,389,1818,1041,1167,772,985,834
411,631,373,939,651,1339,705,1222,390,1818,1041,1167,772,984,834
412,629,374,939,651,1339,705,1221,389,1818,1043,1169,772,985,835
413,629,373,939,652,1338,705,1223,390,1818,1042,1168,771,983,835
414,629,374,938,651,1338,704,1223,389,1817,1042,1166,772,984,835
415,629,374,938,650,1338,703,1223,390,1817,1043,1167,771,984,835
416,628,374,940,650,1337,702,1222,390,1817,1042,1166,771,984,834
417,629,374,939,650,1337,702,1223,390,1817,1043,1166,772,983,835
418,628,373,940,651,1336,701,1222,391,1817,1043,1164,773,983,833
419,627,373,939,652,1335,701,1222,392,1817,1042,1164,773,982,834
420,627,374,940,653,1334,701,1222,391,1819,1042,1164,773,982,833
421,627,374,939,652,1334,702,1221,390,1818,1042,1164,774,981,834
422,626,376,939,651,1333,703,1223,389,1819,1042,1166,774,982,836
423,626,374,939,650,1334,703,1222,388,1819,1044,1165,774,981,836
424,626,375,939,651,1334,704,1222,390,1818,1042,1165,772,982,834
425,625,375,938,650,1335,704,1222,389,1818,1043,1165,773,982,833
426,625,376,939,651,1334,703,1222,390,1816,1043,1165,773,982,834
427,626,376,938,649,1335,704,1221,390,1816,1042,1165,772,981,834
428,626,376,939,648,1333,704,1222,391,1816,1043,1165,773,980,836
429,626,377,939,649,1333,704,1221,392,1816,1043,1166,774,980,834
430,626,376,939,650,1332,704,1222,393,1817,1044,1167,775,980,834
431,626,376,938,649,1333,705,1221,393,1817,1044,1167,775,980,834
432,626,377,938,650,1332,705,1222,393,1816,1045,1167,775,980,832
433,626,377,937,649,1333,705,1223,395,1816,1044,1166,773,980,832
434,625,376,938,648,1333,705,1222,394,1817,1044,1169,773,980,832
435,627,376,937,649,1332,705,1222,394,1816,1044,1169,772,980,832
436,627,375,935,648,1331,705,1224,393,1816,1044,1171,774,979,832
437,627,375,936,649,1332,706,1222,392,1815,1044,1171,773,980,831
438,627,373,934,648,1333,705,1222,393,1815,1045,1170,774,979,830
439,628,372,934,648,1331,705,1222,393,1815,1044,1170,774,980,830
440,628,373,934,648,1333,705,1222,393,1815,1044,1171,773,979,829
441,628,372,934,649,1333,705,1221,392,1815,1044,1170,774,979,831
442,628,373,933,650,1333,706,1221,393,1814,1043,1170,775,980,832
443,626,375,934,649,1333,705,1220,392,1814,1043,1170,776,978,831
444,626,373,933,649,1334,706,1219,392,1815,1043,1171,778,977,830
445,626,374,934,649,1333,705,1219,390,1817,1044,1170,779,977,831
446,627,375,934,650,1332,705,1218,390,1815,1045,1169,778,975,830
447,627,374,934,649,1333,705,1218,391,1816,1045,1170,779,975,829
448,626,376,935,649,1332,704,1217,392,1815,1045,1171,778,976,828
449,627,377,934,649,1333,705,1217,392,1815,1044,1169,778,976,828
450,626,376,934,650,1331,705,1216,393,1814,1043,1170,776,976,829
451,626,377,934,649,1331,704,1216,391,1816,1043,1171,777,976,830
452,627,377,935,649,1330,705,1217,393,1816,1043,1170,775,976,830
453,627,378,935,651,1331,706,1217,392,1816,1042,1169,773,976,830
454,627,378,935,650,1329,706,1215,390,1816,1044,1169,774,975,829
455,627,377,936,649,1330,707,1215,389,1815,1043,1168,774,976,829
456,627,379,936,649,1328,708,1214,390,1815,1041,1170,773,977,829
457,626,379,936,649,1328,708,1215,391,1814,1043,1169,773,976,829
458,627,379,937,649,1328,708,1214,390,1814,1043,1169,774,976,829
459,627,380,935,650,1328,707,1215,391,1814,1043,1168,774,975,830
460,627,380,935,650,1329,709,1214,390,1814,1043,1169,775,976,830
461,627,379,935,650,1329,709,1214,391,1814,1042,1167,774,975,830
462,627,379,934,651,1329,709,1216,390,1814,1042,1167,776,975,830
463,628,378,935,651,1330,708,1219,390,1815,1041,1168,776,975,830
464,628,378,935,650,1329,709,1218,390,1814,1041,1166,775,975,828
465,628,377,935,650,1328,708,1219,390,1815,1041,1166,775,975,829
466,628,378,934,650,1329,709,1218,392,1815,1039,1167,774,976,830
467,628,378,935,650,1329,709,1217,392,1816,1039,1168,776,977,830
468,628,378,934,649,1330,709,1217,393,1815,1040,1168,776,978,830
469,628,379,935,650,1331,709,1216,394,1816,1038,1168,776,978,832
470,628,378,935,649,1333,710,1215,395,1816,1038,1167,776,978,831
471,628,379,935,649,1334,710,1216,395,1816,1038,1166,776,978,832
472,630,380,935,649,1333,711,1215,395,1815,1038,1166,776,977,832
473,629,380,935,649,1334,711,1215,395,1815,1038,1166,776,979,832
474,629,380,936,649,1334,710,1217,394,1816,1037,1165,777,979,833
475,629,381,935,650,1333,710,1215,394,1816,1036,1165,776,980,833
476,629,379,936,649,1334,711,1216,393,1815,1035,1165,776,980,833
477,629,379,935,650,1332,712,1215,392,1815,1035,1166,776,979,832
478,629,379,937,650,1333,711,1216,391,1815,1036,1166,775,979,832
479,630,381,937,651,1332,711,1215,389,1814,1035,1167,775,979,831
480,630,380,938,650,1332,711,1215,390,1814,1035,1168,775,980,831
481,630,381,939,651,1332,711,1215,390,1815,1035,1169,776,980,830
482,629,381,940,652,1332,711,1215,391,1814,1036,1170,774,980,831
483,630,381,940,650,1333,712,1215,393,1816,1035,1171,774,981,832
484,630,382,940,650,1332,712,1214,392,1816,1035,1171,773,982,832
485,631,381,940,649,1332,712,1214,395,1816,1033,1171,775,981,833
486,631,383,940,650,1330,711,1213,395,1816,1033,1171,774,981,832
487,630,382,940,650,1331,712,1215,396,1815,1033,1172,774,982,832
488,631,382,940,649,1330,711,1214,396,1815,1032,1170,775,980,833
489,631,382,940,649,1331,711,1214,396,1815,1032,1170,776,980,832
490,631,382,941,650,1330,710,1215,395,1815,1032,1169,776,980,832
491,631,382,940,650,1330,710,1216,395,1815,1033,1169,776,981,832
492,631,383,940,650,1329,710,1216,396,1815,1035,1169,776,980,831
493,630,382,940,651,1329,710,1216,396,1815,1034,1169,777,981,832
494,630,382,940,650,1330,710,1215,395,1815,1035,1168,777,980,830
495,631,382,940,650,1329,710,1218,395,1816,1035,1169,777,981,829
496,630,381,939,649,1329,712,1216,395,1816,1035,1169,776,979,828
497,632,381,940,649,1328,712,1217,395,1816,1035,1170,777,980,827
498,632,381,941,648,1328,712,1216,395,1816,1035,1170,778,981,827
499,631,381,941,648,1328,712,1215,395,1817,1034,1171,778,980,826
500,631,381,942,647,1328,714,1216,394,1816,1034,1169,778,980,826
501,631,381,942,648,1329,714,1215,393,1815,1034,1169,779,980,827
502,630,381,941,649,1330,713,1215,393,1816,1035,1170,779,980,829
503,630,380,943,648,1330,712,1215,392,1815,1034,1169,778,981,829
504,630,381,942,649,1330,713,1215,392,1814,1035,1169,778,980,827
505,630,381,944,647,1330,713,1215,394,1813,1035,1171,779,978,827
506,630,380,943,647,1330,711,1217,393,1813,1033,1170,777,979,827
507,631,381,944,648,1329,712,1217,392,1814,1035,1171,777,980,826
508,631,380,944,646,1330,710,1219,392,1813,1034,1170,778,980,824
509,631,380,944,646,1328,710,1218,391,1814,1035,1170,778,980,825
510,631,380,944,646,1328,711,1217,393,1813,1035,1171,779,981,824
511,631,380,944,646,1327,709,1216,393,1813,1034,1171,779,982,825
512,631,379,944,647,1327,710,1217,395,1814,1034,1173,780,982,827
513,630,379,944,648,1327,709,1217,396,1814,1035,1172,780,983,828
514,630,379,943,647,1328,710,1218,395,1814,1035,1174,779,984,828
515,629,379,944,647,1328,710,1219,396,1815,1035,1174,779,984,829
516,630,379,945,647,1328,711,1218,398,1815,1036,1172,779,983,828
517,629,379,943,647,1327,712,1218,397,1815,1037,1173,778,982,828
518,629,379,944,647,1327,712,1219,396,1814,1036,1174,778,982,829
519,628,380,944,648,1327,712,1219,395,1814,1036,1174,779,983,830
520,629,380,944,648,1327,713,1218,394,1814,1037,1173,780,982,829
521,628,379,944,649,1328,713,1218,396,1812,1038,1173,779,982,828
522,629,380,943,648,1328,713,1218,395,1811,1038,1173,777,982,827
523,628,380,943,648,1327,714,1216,395,1812,1037,1174,777,981,827
524,629,378,943,648,1329,714,1214,395,1811,1037,1173,776,981,826
525,630,379,942,647,1329,714,1214,396,1811,1037,1174,776,982,828
526,631,378,943,646,1330,715,1212,394,1812,1037,1172,776,982,828
527,629,378,943,646,1331,713,1212,393,1812,1036,1171,776,983,828
528,629,377,943,645,1332,713,1212,393,1811,1036,1171,778,985,828
529,630,379,942,644,1331,714,1212,392,1812,1036,1170,779,984,827
530,629,378,943,643,1331,714,1213,393,1811,1037,1172,778,985,827
531,629,377,943,643,1332,714,1211,393,1812,1038,1172,779,986,828
532,629,378,943,642,1331,715,1212,394,1812,1038,1172,780,986,829
533,630,378,943,642,1332,714,1212,394,1810,1038,1172,780,984,827
534,630,379,943,642,1332,714,1212,395,1812,1038,1173,780,985,829
535,630,377,943,641,1333,713,1212,394,1812,1038,1173,781,985,828
536,629,377,943,641,1332,713,1212,395,1812,1038,1173,780,986,829
537,629,378,943,640,1333,713,1212,396,1811,1038,1172,779,986,829
538,630,377,943,641,1334,713,1213,396,1811,1039,1172,779,985,830
539,629,378,943,640,1332,712,1213,397,1811,1039,1173,780,985,830
540,628,377,943,640,1332,713,1215,397,1811,1039,1172,780,984,830
541,629,377,944,641,1332,714,1217,397,1810,1039,1172,781,983,831
542,630,377,941,642,1332,712,1216,396,1810,1040,1172,781,982,832
543,628,377,942,642,1332,712,1216,395,1809,1040,1171,782,980,831
544,629,377,943,642,1331,710,1217,394,1809,1040,1172,783,980,832
545,628,377,943,641,1330,711,1217,393,1810,1040,1173,783,979,833
546,629,377,943,642,1330,711,1216,393,1810,1041,1171,783,980,833
547,630,377,943,642,1330,711,1218,393,1811,1039,1171,784,981,832
548,629,378,942,641,1330,712,1217,393,1810,1039,1173,784,982,833
549,628,378,943,641,1331,710,1218,394,1810,1039,1172,784,982,832
550,628,378,944,640,1330,712,1218,394,1811,1037,1172,783,981,834
551,629,378,944,641,1331,711,1217,394,1809,1040,1171,784,982,833
552,629,377,944,640,1331,711,1218,394,1809,1040,1171,782,983,833
553,628,376,944,641,1331,711,1219,395,1809,1040,1171,782,983,833
554,628,376,943,642,1332,711,1219,395,1809,1041,1170,782,982,833
555,628,376,943,642,1331,711,1221,395,1808,1040,1171,781,983,835
556,628,377,942,642,1331,711,1220,395,1808,1040,1169,781,983,835
557,629,377,941,643,1331,712,1220,394,1808,1040,1170,781,982,834
558,629,378,942,644,1332,712,1222,394,1807,1040,1169,781,983,835
559,629,377,942,644,1333,713,1222,394,1808,1039,1169,781,981,835
560,629,378,941,644,1334,713,1222,395,1806,1040,1169,781,982,834
561,629,377,941,644,1334,712,1224,395,1806,1040,1169,780,982,835
562,629,376,940,645,1334,712,1226,396,1806,1040,1168,780,982,834
563,629,378,939,645,1333,713,1225,397,1806,1039,1169,782,980,834
564,629,377,938,645,1333,712,1226,397,1806,1040,1169,784,981,833
565,629,377,938,645,1333,712,1226,398,1804,1040,1169,784,981,834
566,629,378,939,646,1332,711,1225,397,1804,1041,1169,784,981,834
567,628,378,939,645,1332,712,1226,398,1804,1040,1169,785,981,834
568,628,379,940,645,1332,712,1225,396,1803,1040,1170,783,980,832
569,628,380,940,645,1333,712,1226,396,1803,1040,1170,783,979,832
570,627,380,940,644,1334,713,1226,395,1803,1040,1170,783,978,833
571,626,379,940,644,1333,713,1226,395,1803,1040,1170,782,978,832
572,626,379,940,643,1332,713,1226,395,1802,1039,1169,781,977,833
573,626,378,941,642,1333,714,1225,395,1802,1040,1169,780,976,833
574,626,378,941,643,1333,714,1225,394,1801,1040,1168,780,975,832
575,626,378,941,643,1332,713,1226,395,1802,1039,1167,780,975,832
576,626,378,942,643,1333,715,1225,396,1800,1040,1167,779,973,832
577,626,378,940,642,1331,716,1227,396,1800,1039,1166,778,974,831
578,627,378,940,643,1333,716,1226,396,1801,1039,1168,778,973,832
579,627,378,940,642,1332,716,1227,395,1801,1040,1168,778,974,832
580,627,379,940,643,1331,717,1226,395,1801,1039,1168,777,974,832
581,626,379,940,641,1331,717,1227,396,1801,1040,1169,776,976,833
582,626,379,939,642,1332,717,1227,396,1800,1040,1168,776,976,833
583,626,379,939,642,1331,716,1227,397,1800,1042,1168,775,976,833
584,626,379,938,642,1332,716,1227,397,1800,1042,1169,775,976,833
585,626,379,937,642,1332,716,1228,397,1800,1042,1169,775,975,834
586,626,379,937,641,1330,715,1226,397,1799,1041,1169,775,976,834
587,628,380,937,643,1332,718,1226,398,1799,1041,1168,775,975,834
588,628,380,936,642,1331,717,1226,399,1797,1041,1169,775,975,833
589,628,379,937,643,1331,719,1224,398,1798,1041,1167,775,975,832
590,629,380,936,642,1331,719,1225,399,1798,1041,1169,776,976,833
591,629,380,938,643,1332,720,1224,400,1797,1040,1168,776,976,833
592,629,379,937,643,1333,721,1223,401,1798,1039,1169,776,977,834
593,630,379,937,642,1332,720,1224,401,1797,1040,1168,774,977,834
594,629,379,936,642,1332,720,1222,403,1797,1040,1168,775,977,834
595,629,378,936,642,1333,720,1222,404,1797,1041,1169,774,977,835
596,629,378,935,641,1334,719,1222,402,1797,1040,1169,775,976,834
597,629,378,935,641,1334,720,1223,404,1797,1041,1169,773,976,835
598,629,378,935,641,1335,720,1223,403,1798,1041,1169,772,976,834
599,628,378,935,641,1335,721,1223,403,1796,1042,1169,773,974,835
600,628,379,935,641,1336,721,1224,402,1796,1041,1167,772,974,836
601,628,379,937,641,1336,722,1223,403,1796,1041,1168,772,975,835
602,627,380,935,642,1334,722,1224,403,1795,1042,1167,773,976,835
603,629,380,936,642,1334,722,1224,402,1794,1041,1167,774,976,837
604,629,381,937,643,1334,723,1224,401,1795,1041,1168,774,976,836
605,628,381,937,642,1334,723,1224,401,1795,1040,1169,773,977,837
606,629,381,937,644,1334,725,1224,401,1794,1041,1168,773,977,836
607,629,381,937,643,1335,723,1224,400,1795,1042,1167,774,976,834
608,630,381,936,643,1336,724,1224,402,1794,1041,1169,775,977,835
609,628,381,936,643,1337,724,1224,400,1794,1042,1170,776,977,834
610,629,382,937,642,1339,725,1225,402,1793,1041,1169,775,976,833
611,628,381,936,642,1338,724,1225,401,1793,1041,1169,773,975,833
612,629,381,937,642,1339,725,1225,400,1794,1041,1170,773,975,832
613,628,380,937,642,1337,724,1225,400,1795,1041,1170,774,974,832
614,628,380,938,643,1338,725,1226,400,1795,1041,1169,772,974,832
615,629,380,937,645,1339,725,1226,402,1796,1041,1169,770,975,834
616,629,381,937,643,1339,724,1226,401,1795,1041,1169,771,977,832
617,629,380,937,642,1340,724,1227,402,1795,1040,1169,770,976,833
618,628,379,936,643,1339,725,1226,402,1796,1039,1169,772,977,832
619,629,379,937,643,1340,725,1226,403,1796,1040,1169,771,976,831
620,630,379,936,643,1339,725,1226,405,1796,1039,1168,771,976,831
621,630,378,936,642,1338,725,1225,405,1796,1040,1167,771,976,831
622,629,378,936,643,1340,725,1226,405,1796,1040,1166,772,976,830
623,628,378,936,643,1340,725,1225,404,1796,1040,1167,772,975,828
624,629,377,936,643,1339,724,1225,405,1796,1040,1166,772,974,827
625,628,377,937,644,1340,726,1225,406,1796,1041,1166,771,975,829
626,629,377,936,643,1339,725,1225,405,1796,1041,1166,771,975,829
627,629,377,935,643,1339,725,1225,404,1796,1040,1164,771,975,829
628,629,377,935,644,1339,726,1224,404,1797,1042,1166,769,975,829
629,630,377,934,642,1339,726,1225,404,1796,1042,1166,770,975,829
630,628,376,935,642,1339,726,1225,405,1797,1042,1167,771,974,828
631,629,376,934,641,1340,725,1225,405,1797,1042,1167,771,973,828
632,628,377,933,641,1339,725,1226,405,1799,1043,1167,771,974,829
633,628,377,933,641,1339,726,1225,404,1799,1042,1166,772,974,830
634,627,378,934,640,1339,725,1227,405,1799,1042,1167,771,974,829
635,627,378,933,640,1339,726,1229,405,1799,1042,1168,771,973,829
636,626,378,933,639,1340,725,1228,406,1798,1042,1168,772,971,830
637,627,377,933,639,1341,726,1227,406,1799,1042,1168,772,971,828
638,627,377,932,639,1341,726,1229,407,1798,1043,1169,773,970,829
639,626,376,932,640,1340,726,1229,406,1799,1043,1168,771,970,829
640,626,376,934,639,1341,727,1230,407,1799,1043,1168,772,970,829
641,627,375,934,640,1342,726,1230,406,1800,1043,1168,771,971,829
642,626,375,935,640,1341,727,1230,405,1798,1042,1168,770,971,831
643,626,375,935,639,1342,726,1229,405,1799,1042,1167,771,970,831
644,626,375,935,640,1342,725,1228,405,1799,1044,1168,771,970,833
645,627,375,935,640,1342,725,1228,405,1799,1044,1167,771,971,833
646,626,374,935,642,1342,723,1229,404,1799,1044,1167,772,971,833
647,626,374,935,641,1342,724,1228,405,1799,1045,1167,772,969,833
648,627,374,935,642,1343,722,1228,405,1799,1046,1166,771,970,832
649,626,374,937,642,1343,722,1229,405,1799,1044,1165,772,969,833
650,626,374,938,643,1343,721,1229,405,1799,1046,1165,773,967,833
651,628,374,938,642,1342,721,1229,406,1799,1045,1166,773,969,834
652,628,375,937,642,1342,720,1230,406,1799,1045,1167,773,969,834
653,627,374,937,642,1342,721,1230,404,1799,1047,1168,775,968,832
654,627,376,938,640,1341,721,1231,404,1799,1047,1168,773,968,833
655,626,376,938,642,1342,721,1231,403,1799,1045,1168,772,968,834
656,627,375,937,641,1340,721,1230,403,1798,1046,1167,773,968,833
657,627,376,936,640,1340,721,1229,404,1798,1045,1165,771,968,834
658,628,375,937,640,1340,721,1230,405,1797,1045,1165,770,967,834
659,627,375,938,640,1339,722,1229,405,1797,1045,1164,769,967,835
660,627,375,936,640,1338,723,1231,406,1797,1045,1165,769,967,834
661,625,375,937,640,1339,721,1231,405,1797,1045,1164,770,967,836
662,624,376,937,640,1339,721,1232,406,1796,1045,1162,770,968,835
663,624,377,936,640,1340,722,1231,405,1796,1045,1162,769,967,835
664,624,376,936,640,1340,724,1233,405,1795,1044,1162,769,969,834
665,624,377,935,640,1340,723,1232,406,1797,1045,1162,767,969,834
666,625,377,936,639,1340,724,1233,405,1796,1046,1161,767,967,833
667,626,377,936,639,1340,724,1232,404,1795,1047,1162,767,967,835
668,625,376,935,639,1339,725,1232,403,1796,1047,1161,767,967,834
669,626,377,935,638,1341,724,1232,403,1794,1047,1160,768,967,834
670,624,377,934,638,1340,724,1233,403,1795,1048,1159,769,968,833
671,625,376,935,638,1340,722,1233,403,1795,1047,1158,770,968,834
672,624,377,935,637,1339,722,1232,404,1795,1048,1157,769,967,834
673,625,378,935,639,1340,723,1232,406,1796,1049,1156,770,967,835
674,625,377,934,639,1341,723,1232,406,1795,1049,1156,771,967,834
675,625,377,934,641,1342,724,1232,407,1796,1049,1156,771,967,833
676,625,377,935,641,1341,723,1232,407,1797,1049,1156,772,967,834
677,625,377,936,640,1341,725,1232,408,1797,1050,1156,772,967,834
678,625,375,936,641,1341,726,1231,409,1797,1048,1157,772,967,832
679,625,375,937,641,1342,726,1231,408,1798,1049,1157,773,966,833
680,626,375,935,641,1342,727,1231,407,1797,1048,1157,774,966,834
681,625,374,936,642,1343,727,1231,406,1796,1048,1157,775,968,834
682,625,375,935,641,1343,727,1231,406,1796,1048,1157,775,967,833
683,626,375,936,641,1343,727,1232,407,1796,1050,1157,775,968,833
684,627,375,935,642,1343,728,1231,407,1795,1048,1157,774,967,833
685,626,374,936,642,1343,727,1231,409,1796,1048,1157,774,966,834
686,627,375,936,642,1343,728,1232,409,1796,1048,1156,775,965,835
687,626,376,936,642,1344,727,1232,409,1796,1047,1156,774,965,834
688,626,375,936,644,1343,728,1231,408,1796,1047,1156,774,964,834
689,627,377,938,643,1342,727,1232,409,1795,1048,1156,774,963,835
690,626,376,938,644,1342,727,1231,411,1795,1047,1156,774,963,835
691,626,377,938,644,1342,728,1231,409,1795,1047,1155,772,963,836
692,625,378,936,643,1341,727,1232,409,1797,1048,1156,773,964,835
693,626,378,938,642,1341,727,1230,409,1795,1048,1156,775,962,835
694,626,378,937,642,1341,727,1230,408,1796,1048,1156,774,962,834
695,626,378,937,642,1341,726,1231,409,1797,1048,1156,774,963,834
696,626,379,936,643,1341,726,1231,408,1797,1048,1155,774,962,834
697,627,379,938,644,1341,726,1230,408,1797,1049,1156,774,963,833
698,625,379,938,643,1340,727,1229,408,1797,1049,1155,774,961,834
699,626,378,939,644,1342,726,1230,408,1796,1050,1156,773,962,834
700,626,379,939,645,1342,726,1230,408,1796,1050,1155,772,962,835
701,625,379,940,645,1342,726,1230,407,1796,1050,1155,773,962,833
702,625,380,940,644,1342,726,1228,406,1797,1049,1155,773,963,835
703,624,380,939,644,1342,726,1228,406,1797,1051,1155,772,962,835
704,624,380,938,644,1343,727,1228,406,1796,1051,1155,771,962,834
705,624,380,938,645,1342,726,1227,406,1797,1051,1155,772,961,835
706,623,380,938,644,1342,727,1227,407,1797,1051,1152,771,962,834
707,622,381,939,644,1341,727,1226,409,1797,1052,1154,769,962,835
708,622,381,939,645,1340,727,1226,408,1797,1050,1153,771,963,834
709,623,382,939,645,1340,726,1227,406,1797,1050,1153,771,962,834
710,624,382,939,645,1340,726,1226,406,1797,1051,1153,771,962,834
711,624,383,940,643,1340,726,1226,405,1795,1051,1152,771,962,834
712,624,382,940,644,1340,726,1226,402,1796,1051,1152,772,962,835
713,624,383,939,643,1339,726,1225,402,1796,1052,1151,770,962,834
714,624,381,940,645,1340,726,1225,403,1796,1052,1150,769,963,835
715,624,381,939,644,1341,725,1225,402,1796,1051,1151,768,962,833
716,624,381,940,644,1341,724,1224,401,1796,1051,1151,767,963,834
717,624,381,940,644,1340,724,1224,401,1795,1051,1151,768,964,834
718,623,381,940,645,1341,724,1225,401,1795,1051,1152,766,963,835
719,624,380,941,644,1341,724,1225,399,1794,1051,1150,765,963,834
720,624,380,941,643,1339,724,1227,400,1795,1052,1149,766,963,834
721,623,381,942,643,1341,724,1226,402,1796,1052,1150,765,962,834
722,625,381,941,643,1340,724,1225,403,1796,1051,1149,765,962,835
723,624,382,940,644,1340,724,1225,403,1795,1053,1149,766,961,835
724,624,381,939,643,1340,725,1223,402,1796,1052,1149,766,961,834
725,623,382,939,645,1340,725,1222,401,1797,1053,1149,765,962,834
726,624,381,938,644,1340,726,1222,403,1796,1052,1148,766,962,833
727,625,381,938,645,1341,725,1222,403,1795,1053,1148,766,962,834
728,625,380,938,645,1341,724,1222,404,1796,1053,1148,766,963,834
729,625,380,938,643,1342,724,1221,404,1796,1053,1148,767,964,835
730,625,381,937,644,1343,724,1220,405,1797,1053,1147,769,963,835
731,625,380,936,644,1343,725,1219,405,1796,1051,1148,768,961,835
732,625,382,937,643,1345,726,1220,403,1795,1052,1147,768,963,834
733,625,382,936,643,1345,726,1219,405,1796,1053,1148,769,965,835
734,625,383,937,644,1347,724,1218,405,1795,1053,1148,769,964,835
735,625,381,937,645,1350,725,1218,406,1796,1054,1147,768,964,835
736,625,382,937,644,1349,726,1217,405,1795,1054,1149,768,965,836
737,626,381,937,644,1350,725,1219,404,1795,1054,1149,768,964,835
738,626,382,935,642,1351,726,1219,405,1796,1053,1148,767,963,836
739,628,382,935,643,1351,727,1218,404,1794,1053,1149,769,964,837
740,627,382,935,643,1351,727,1219,405,1794,1052,1149,769,963,836
741,627,382,935,643,1350,727,1218,405,1794,1054,1149,771,963,836
742,627,382,936,643,1351,727,1218,405,1795,1054,1148,768,963,836
743,628,383,937,644,1353,727,1219,406,1794,1054,1148,769,964,835
744,627,383,937,643,1351,726,1219,406,1794,1054,1148,769,964,836
745,628,384,936,644,1350,728,1219,408,1794,1054,1149,769,963,835
746,628,384,936,643,1349,728,1220,407,1794,1055,1148,769,964,834
747,627,385,936,644,1349,728,1221,406,1796,1055,1148,769,963,835
748,626,384,936,643,1350,729,1221,407,1795,1054,1148,770,964,834
749,627,385,935,643,1349,728,1219,407,1796,1054,1145,769,964,834
750,626,386,936,641,1349,728,1219,406,1795,1052,1146,770,964,833
751,627,385,935,641,1349,730,1221,407,1794,1052,1146,770,963,834
752,626,385,936,642,1349,729,1219,407,1795,1051,1147,772,962,834
753,626,385,937,640,1349,731,1220,407,1794,1051,1147,771,964,833
754,625,385,938,641,1349,730,1221,407,1794,1050,1148,772,963,835
755,625,385,938,641,1348,731,1221,407,1793,1052,1148,771,962,834
756,625,385,937,641,1349,732,1221,408,1793,1051,1148,771,961,834
757,626,384,939,640,1349,731,1221,409,1793,1051,1149,770,961,834
758,625,386,937,640,1349,731,1221,410,1793,1050,1149,771,961,835
759,625,385,939,638,1350,731,1221,411,1793,1050,1150,772,962,836
760,625,385,938,639,1350,730,1222,412,1793,1050,1150,772,963,837
761,624,385,937,639,1350,731,1222,412,1793,1050,1152,772,964,836
762,626,386,938,638,1349,730,1222,413,1793,1050,1151,773,965,835
763,626,385,940,638,1349,730,1225,410,1793,1051,1150,773,963,835
764,626,386,939,638,1348,730,1223,411,1794,1051,1150,774,964,835
765,626,386,939,639,1348,731,1224,410,1793,1051,1149,774,963,836
766,627,385,939,639,1348,730,1223,411,1794,1051,1150,773,962,838
767,626,385,939,638,1347,730,1222,411,1793,1051,1149,773,962,836
768,627,384,938,640,1348,730,1222,412,1791,1052,1149,773,961,837
769,626,385,936,640,1348,730,1222,410,1792,1052,1149,773,962,837
770,627,384,936,642,1348,730,1223,412,1792,1053,1149,773,963,837
771,626,385,936,641,1349,731,1222,412,1793,1053,1150,772,964,837
772,626,385,937,641,1348,731,1223,411,1791,1052,1151,773,965,837
773,626,384,936,641,1349,732,1222,413,1792,1051,1151,772,965,837
774,626,385,935,641,1350,731,1221,413,1792,1051,1152,771,965,835
775,625,386,934,640,1350,732,1220,412,1793,1050,1151,771,966,835
776,626,384,934,639,1349,731,1221,411,1792,1050,1151,773,968,835
777,626,384,933,641,1349,732,1222,411,1793,1051,1151,771,968,834
778,626,384,934,640,1348,731,1221,411,1792,1052,1151,771,968,834
779,627,384,932,638,1348,731,1223,412,1793,1052,1151,773,969,833
780,627,384,933,639,1348,730,1222,414,1793,1051,1152,773,969,835
781,627,384,934,640,1346,730,1221,414,1794,1052,1152,776,968,834
782,628,384,934,640,1345,731,1222,414,1794,1052,1150,775,967,835
783,626,384,934,639,1347,731,1221,414,1794,1053,1150,775,967,835
